bathroom,cancellation,distance,entertainment,kitchen,length,location,name,price_monthly,price_nightly,price_weekly,rv_details,sleeps,temperature_control,vehicle_type,year
,Standard,"72.7 miles from Sacramento, CA","CD Player,AM/FM Radio","Refrigerator,Range (Stove),Kitchen Sink",17ft,"Hayward, CA",The Mavericks Ford E-150 Class B Camperv...,"$4,061",$150,"$1,050","Year - 2012,Manufacturer - Maverick,Make - Campervan,Model - (San Francisco),Class - Class B Camping Van,Sleeps - 4,Fresh water tank - 5.0 gal,Length - 17.0 ft",4,In Dash Air Conditioning,Class B Camping Van,2012
"Shower,Toilet,Bathroom Sink",Strict,"94.5 miles from Sacramento, CA",TV,"Range (Stove),Refrigerator,Kitchen Sink,Microwave",19.0ft,"San Jose, CA",2015 Retro 181B Bunk bed,"$3,300",$139,$800,"Year - 2015,Manufacturer - Riverside RV,Make - White Water,Model - 181 Retro,Class - Travel Trailer,Sleeps - 4,Total Number of Beds - 3,Number of Bunk Beds - 2,Length - 19.0 ft",4,Roof Air Conditioning,Travel Trailer,2015
"Shower,Toilet,Bathroom Sink",Standard,"67.7 miles from Sacramento, CA","iPod Docking Station,TV,CD Player,DVD Player,AM/FM Radio","Kitchen Sink,Refrigerator,Range (Stove),Microwave",28ft,"Novato, CA",Burning Man Airstream Flying Cloud LOADE...,"$10,000",$150,"$5,000","Year - 2016,Class - Travel Trailer,Sleeps - 4,Fresh water tank - 50.0 gal,Length - 28.0 ft",4,"Roof Air Conditioning,Hot & Cold Water Supply",Travel Trailer,2016
"Shower,Toilet,Bathroom Sink",Standard,"65.8 miles from Sacramento, CA","TV,DVD Player,AM/FM Radio,CD Player,iPod Docking Station","Refrigerator,Kitchen Sink,Microwave,Range (Stove)",29.0ft,"Modesto, CA",2011 Warrior 25,"$3,035",$129,$850,"Year - 2011,Manufacturer - Warrior Lifestyle,Make - Legend Series,Model - FS25,Class - Toy Hauler,Sleeps - 6,Total Number of Beds - 4,Number of Bunk Beds - 2,Fresh water tank - 50.0 gal,Length - 29.0 ft,Height - 10.0 ft",6,"Roof Air Conditioning,Hot & Cold Water Supply",Toy Hauler,2011
"Shower,Toilet",Standard,"66.0 miles from Sacramento, CA","CD Player,TV,DVD Player,AM/FM Radio","Microwave,Range (Stove),Kitchen Sink,Refrigerator",16ft,"Oakdale, CA",Coleman bunkhouse Family Travel Trailer,"$2,040",$100,$600,"Year - 2013,Manufacturer - Dutchman,Make - Coleman 16 bunkhouse,Class - Travel Trailer,Sleeps - 6,Fresh water tank - 27.0 gal,Length - 16.0 ft",6,"Roof Air Conditioning,Hot & Cold Water Supply,In Dash Air Conditioning",Travel Trailer,2013
"Shower,Toilet",Standard,"71.2 miles from Sacramento, CA","TV,DVD Player,AM/FM Radio,CD Player","Refrigerator,Kitchen Sink,Microwave",20.5ft,"Alameda, CA",2006 Roadtrek 190 VERSATILE,"$3,900",$159,$995,"Year - 2006,Manufacturer - Roadtrek,Make - Versatile,Model - 190,Class - Class B Camping Van,Sleeps - 4,Total Number of Beds - 3,Fresh water tank - 25.0 gal,Length - 20.5 ft,Height - 8.4 ft",4,"In Dash Air Conditioning,Roof Air Conditioning,Hot & Cold Water Supply",Class B Camping Van,2006
"Shower,Toilet,Bathroom Sink",Standard,"83.3 miles from Sacramento, CA","CD Player,iPod Docking Station,TV,DVD Player,AM/FM Radio","Range (Stove),Refrigerator,Kitchen Sink,Microwave,Slide Out",30.0ft,"South Lake Tahoe, CA",Experience Arctic Fox quality & comfort ...,"$5,000",$220,"$1,320","Year - 2017,Manufacturer - Northwood,Make - Arctic Fox,Model - 25Y,Class - Travel Trailer,Sleeps - 4,Total Number of Beds - 2,Slides - 1,Fresh water tank - 57.0 gal,Length - 30.0 ft,Height - 11.0 ft",4,"Roof Air Conditioning,Hot & Cold Water Supply",Travel Trailer,2017
"Shower,Toilet,Bathroom Sink",Standard,"70.3 miles from Sacramento, CA","AM/FM Radio,CD Player,TV,DVD Player","Refrigerator,Kitchen Sink,Microwave,Range (Stove),Slide Out",25.0ft,"Hayward, CA",2006 gulfstream conquest,"$4,259",$167,"$1,052","Year - 2006,Manufacturer - Gulf Stream RV,Make - Conquest,Model - 259BHL Lite,Class - Travel Trailer,Sleeps - 6,Total Number of Beds - 3,Number of Bunk Beds - 1,Slides - 1,Fresh water tank - 50.0 gal,Length - 25.0 ft,Height - 11.5 ft",6,"In Dash Air Conditioning,Roof Air Conditioning,Hot & Cold Water Supply",Travel Trailer,2006
,Standard,"56.8 miles from Sacramento, CA",,"Range (Stove),Kitchen Sink",13ft,"Nevada City, CA",The Ultimate Vacation Machine,"$2,000",$79,$498,"Year - 2006,Manufacturer - Little Guy,Make - Teardrop,Class - Travel Trailer,Sleeps - 2,Length - 13.0 ft",2,,Travel Trailer,2006
"Shower,Toilet,Bathroom Sink",Standard,"62.1 miles from Sacramento, CA","TV,DVD Player,AM/FM Radio,CD Player,iPod Docking Station","Kitchen Sink,Refrigerator,Microwave,Range (Stove),Slide Out",32.0ft,"Ripon, CA",2018 Keystone RV Springdale 282SE,"$3,000",$125,$875,"Year - 2018,Manufacturer - Keystone RV,Make - Springdale,Model - 282BHSEWE,Class - Travel Trailer,Sleeps - 9,Total Number of Beds - 4,Slides - 1,Length - 32.0 ft,Height - 11.0 ft",9,"Roof Air Conditioning,Hot & Cold Water Supply",Travel Trailer,2018
"Shower,Toilet,Bathroom Sink",Flexible,"67.3 miles from Sacramento, CA","TV,DVD Player,AM/FM Radio,CD Player","Refrigerator,Kitchen Sink,Microwave,Range (Stove),Slide Out",33ft,"Santa Rosa, CA",Ultimate Family Glamping! 2018 forest r...,"$3,800",$149,$939,"Year - 2018,Manufacturer - forest river,Make - Signature Ultra Lite,Class - Fifth Wheel,Sleeps - 7,Length - 33.0 ft",7,"Roof Air Conditioning,Hot & Cold Water Supply",Fifth Wheel,2018
"Shower,Bathroom Sink,Toilet",Standard,"83.4 miles from Sacramento, CA","TV,AM/FM Radio,DVD Player,CD Player,iPod Docking Station","Refrigerator,Kitchen Sink,Microwave,Range (Stove),Slide Out",38.0ft,"Millbrae, CA","Camp in Style - Class A ""Memory Maker""","$6,500",$250,"$1,700","Year - 2017,Manufacturer - Forest River RV,Make - Georgetown 5 Series,Model - 36B5,Class - Class A Motor Home,Sleeps - 8,Total Number of Beds - 6,Number of Bunk Beds - 2,Slides - 3,Fresh water tank - 80.0 gal,Length - 38.0 ft,Height - 12.5 ft",8,"In Dash Air Conditioning,Roof Air Conditioning,Hot & Cold Water Supply",Class A Motor Home,2017
"Shower,Toilet,Bathroom Sink",Standard,"75.2 miles from Sacramento, CA","CD Player,TV,DVD Player,AM/FM Radio","Refrigerator,Microwave,Range (Stove),Kitchen Sink,Slide Out",28ft,"Willows, CA",My RV is Perfect for Your Next Getaway! ...,,$175,"$1,100","Year - 2015,Manufacturer - Jay Flight SLX,Make - 267 BHSW,Class - Travel Trailer,Sleeps - 6,Fresh water tank - 30.0 gal,Length - 28.0 ft",6,"Roof Air Conditioning,Hot & Cold Water Supply",Travel Trailer,2015
"Shower,Toilet,Bathroom Sink",Standard,"60.2 miles from Sacramento, CA","CD Player,DVD Player,AM/FM Radio","Refrigerator,Microwave,Range (Stove),Kitchen Sink",19ft,"Ripon, CA",2018 New Bullet Crossfire 1900RD,"$2,500",$99,$650,"Year - 2018,Class - Travel Trailer,Sleeps - 3,Fresh water tank - 43.0 gal,Length - 19.0 ft",3,"Roof Air Conditioning,Hot & Cold Water Supply",Travel Trailer,2018
"Bathroom Sink,Toilet,Shower",Standard,"58.4 miles from Sacramento, CA","DVD Player,AM/FM Radio,TV","Microwave,Range (Stove),Refrigerator,Kitchen Sink",26ft,"Walnut Creek, CA",Everything You will Need for an Amazing ...,,$150,,"Year - 2015,Manufacturer - Forest River-California,Make - Stealth,Class - Travel Trailer,Sleeps - 6,Fresh water tank - 100.0 gal,Length - 26.0 ft",6,"Hot & Cold Water Supply,Roof Air Conditioning",Travel Trailer,2015
"Bathroom Sink,Toilet,Shower",Standard,"73.4 miles from Sacramento, CA","DVD Player,AM/FM Radio,TV,CD Player","Refrigerator,Kitchen Sink,Microwave,Range (Stove),Slide Out",25.0ft,"Hayward, CA",Nguyen's Family RV,"$5,000",$199,"$1,250","Year - 2018,Manufacturer - Coachmen RV,Make - Prism,Model - 2150 CB,Class - Class C Motor Home,Sleeps - 6,Total Number of Beds - 1,Slides - 1,Length - 25.0 ft,Height - 11.0 ft",6,"Roof Air Conditioning,In Dash Air Conditioning,Hot & Cold Water Supply",Class C Motor Home,2018
"Shower,Toilet,Bathroom Sink",Standard,"51.2 miles from Sacramento, CA","DVD Player,AM/FM Radio,CD Player,iPod Docking Station,TV","Refrigerator,Kitchen Sink,Microwave,Range (Stove),Slide Out",28ft,"Grass Valley, CA",2015 Fleetwood Storm,"$6,860",$269,"$1,695","Year - 2015,Manufacturer - Fleetwood,Make - Storm,Class - Class A Motor Home,Sleeps - 5,Length - 28.0 ft",5,"In Dash Air Conditioning,Hot & Cold Water Supply",Class A Motor Home,2015
,Strict,"99.2 miles from Sacramento, CA",,,36ft,"Morgan Hill, CA",2020 Thor Motor Coach Hurricane 35M (A00...,,$275,,"Year - 2020,Manufacturer - Thor Motor Coach,Make - Hurricane 35M (A0047),Class - Class A Motor Home,Sleeps - 6,Length - 36.0 ft",6,,Class A Motor Home,2020
,Strict,"99.2 miles from Sacramento, CA",,,34ft,"Morgan Hill, CA",2020 A.C.E. 32.2 (A0046),,$190,,"Year - 2020,Manufacturer - A.C.E.,Make - 32.2 (A0046),Class - Class A Motor Home,Sleeps - 6,Length - 34.0 ft",6,,Class A Motor Home,2020
,Strict,"99.2 miles from Sacramento, CA",,,32ft,"Morgan Hill, CA",Winter Specials Available Now!,,$170,,"Year - 2020,Manufacturer - Winnebago,Make - Minnie Winnie 31H (C7386),Class - Class C Motor Home,Sleeps - 8,Length - 32.0 ft",8,,Class C Motor Home,2020
"Bathroom Sink,Toilet,Shower",Standard,"67.6 miles from Sacramento, CA","AM/FM Radio,CD Player,iPod Docking Station,TV,DVD Player","Range (Stove),Microwave,Kitchen Sink,Refrigerator,Slide Out",24ft,"Oakland, CA",Tour the Bay Area in the Ladybug!,"$1,658",$120,$800,"Year - 2007,Manufacturer - Itasca,Make - Navion,Class - Class C Motor Home,Sleeps - 6,Fresh water tank - 40.0 gal,Length - 24.0 ft",6,"Hot & Cold Water Supply,Roof Air Conditioning,In Dash Air Conditioning",Class C Motor Home,2007
"Shower,Toilet,Bathroom Sink",Strict,"97.3 miles from Sacramento, CA","CD Player,iPod Docking Station,TV,DVD Player,AM/FM Radio","Range (Stove),Refrigerator,Kitchen Sink,Microwave",22.0ft,"Monte Sereno, CA",Travel in style and luxury,,$465,"$3,255","Year - 2013,Manufacturer - Roadtrek,Make - Roadtrek,Model - RS-Adventurous,Class - Class B Camping Van,Sleeps - 4,Length - 22.0 ft,Height - 9.0 ft",4,"Roof Air Conditioning,In Dash Air Conditioning,Hot & Cold Water Supply",Class B Camping Van,2013
"Shower,Toilet,Bathroom Sink",Standard,"78.9 miles from Sacramento, CA","DVD Player,TV,iPod Docking Station,CD Player,AM/FM Radio","Refrigerator,Kitchen Sink,Microwave,Range (Stove),Slide Out",34ft,"Fremont, CA",Camping or Glamping. Do it big or stay s...,"$3,000",$109,$780,"Year - 2018,Manufacturer - Hideout,Make - Passport,Class - Travel Trailer,Sleeps - 10,Fresh water tank - 38.0 gal,Length - 34.0 ft",10,"In Dash Air Conditioning,Roof Air Conditioning,Hot & Cold Water Supply",Travel Trailer,2018
"Shower,Toilet,Bathroom Sink",Standard,"56.8 miles from Sacramento, CA","TV,DVD Player,AM/FM Radio,CD Player,iPod Docking Station","Refrigerator,Kitchen Sink,Microwave,Range (Stove),Slide Out",32ft,"Sonoma, CA",2010 Sabre Palamino,"$2,780",$109,$687,"Year - 2010,Manufacturer - Sabre,Make - Palamino,Class - Fifth Wheel,Sleeps - 7,Length - 32.0 ft",7,"Roof Air Conditioning,Hot & Cold Water Supply",Fifth Wheel,2010
,Strict,"99.2 miles from Sacramento, CA",,,21ft,"Morgan Hill, CA",2019 Winnebago Micro Minnie 1700BH (T421...,"$2,295",$90,$595,"Year - 2019,Manufacturer - Winnebago,Make - Micro Minnie 1700BH (T4217),Class - Travel Trailer,Sleeps - 5,Length - 21.0 ft",5,,Travel Trailer,2019
,Strict,"99.2 miles from Sacramento, CA",,,21ft,"Morgan Hill, CA",Winter Specials Available Now!,"$3,035",$119,$750,"Year - 2019,Manufacturer - Winnebago,Make - Micro Minnie 1700BH (T4216),Class - Travel Trailer,Sleeps - 5,Length - 21.0 ft",5,,Travel Trailer,2019
,Strict,"99.2 miles from Sacramento, CA",,,35ft,"Morgan Hill, CA",Winter Specials Available Now!,,$160,,"Year - 2019,Manufacturer - Coachmen,Make - Catalina SBX 321BHDS (T4552),Class - Travel Trailer,Sleeps - 9,Length - 35.0 ft",9,,Travel Trailer,2019
,Standard,"77.4 miles from Sacramento, CA","CD Player,AM/FM Radio","Refrigerator,Range (Stove),Kitchen Sink",17ft,"San Francisco, CA",2020 JUCY WAVEFARERS S.F. II,"$2,400",$100,$650,"Year - 2020,Manufacturer - Dodge,Make - Caravan,Model - Wavefarer,Class - Class B Camping Van,Sleeps - 2,Total Number of Beds - 1,Length - 17.0 ft",2,"In Dash Air Conditioning,Hot & Cold Water Supply",Class B Camping Van,2020
,Standard,"77.4 miles from Sacramento, CA","CD Player,AM/FM Radio","Refrigerator,Range (Stove),Kitchen Sink",17ft,"San Francisco, CA",2020 JUCY WAVEFARERS S.F.,"$2,400",$100,$650,"Year - 2020,Manufacturer - Dodge,Make - Caravan,Model - Wavefarer,Class - Class B Camping Van,Sleeps - 2,Total Number of Beds - 1,Length - 17.0 ft",2,"In Dash Air Conditioning,Hot & Cold Water Supply",Class B Camping Van,2020
,Standard,"77.4 miles from Sacramento, CA","CD Player,AM/FM Radio","Refrigerator,Range (Stove),Kitchen Sink",17.0ft,"San Francisco, CA",2020 JUCY TRAILBLAZER S.F. II,"$2,400",$100,$650,"Year - 2020,Manufacturer - Dodge,Make - Caravan,Model - Trailblazer,Class - Class B Camping Van,Sleeps - 2,Length - 17.0 ft",2,"In Dash Air Conditioning,Hot & Cold Water Supply",Class B Camping Van,2020
,Standard,"77.4 miles from Sacramento, CA","CD Player,AM/FM Radio","Refrigerator,Range (Stove),Kitchen Sink",17.0ft,"San Francisco, CA",2020 JUCY TRAILBLAZER S.F.,"$2,400",$100,$650,"Year - 2020,Manufacturer - Dodge,Make - Caravan,Model - Trailblazer,Class - Class B Camping Van,Sleeps - 2,Length - 17.0 ft",2,"In Dash Air Conditioning,Hot & Cold Water Supply",Class B Camping Van,2020
"Shower,Toilet,Bathroom Sink",Standard,"54.2 miles from Sacramento, CA","AM/FM Radio,DVD Player,CD Player,TV","Refrigerator,Kitchen Sink,Microwave,Range (Stove),Slide Out",28ft,"Sonoma, CA",2006 Crossroads Crusure,"$3,060",$120,$756,"Year - 2006,Manufacturer - Crossroads,Make - Crusure,Class - Fifth Wheel,Sleeps - 6,Length - 28.0 ft",6,"Roof Air Conditioning,Hot & Cold Water Supply",Fifth Wheel,2006
"Shower,Toilet,Bathroom Sink",Standard,"56.6 miles from Sacramento, CA","TV,DVD Player,AM/FM Radio,CD Player","Refrigerator,Kitchen Sink,Microwave,Range (Stove),Slide Out",24ft,"Manteca, CA",2010 R-vision Trail cruiser 24rs,"$3,443",$135,$851,"Year - 2010,Manufacturer - R-vision,Make - Trail cruiser 24rs,Class - Travel Trailer,Sleeps - 6,Length - 24.0 ft",6,"Roof Air Conditioning,Hot & Cold Water Supply",Travel Trailer,2010
,Standard,"72.2 miles from Sacramento, CA",,"Kitchen Sink,Refrigerator,Range (Stove)",13ft,"Kentfield, CA","SCAMP 13' 2018. NEW, CLEAN, CUTE, & RETR...","$2,100",$125,$750,"Year - 2018,Manufacturer - scamp,Make - 13',Class - Travel Trailer,Sleeps - 4,Fresh water tank - 10.0 gal,Length - 13.0 ft",4,Roof Air Conditioning,Travel Trailer,2018
,Standard,"72.7 miles from Sacramento, CA","CD Player,AM/FM Radio","Refrigerator,Range (Stove),Kitchen Sink",20ft,"Hayward, CA",2017 Ford Transit 350 Big Sur Campervan,"$5,100",$200,"$1,400","Year - 2017,Manufacturer - Big Sur,Make - Campervan,Model - (San Francisco),Class - Class B Camping Van,Sleeps - 5,Fresh water tank - 5.0 gal,Length - 20.0 ft",5,In Dash Air Conditioning,Class B Camping Van,2017
,Standard,"72.7 miles from Sacramento, CA","CD Player,AM/FM Radio","Refrigerator,Range (Stove),Kitchen Sink",20ft,"Hayward, CA",2017 Ford Transit 350 Big Sur Campervan,"$5,100",$200,"$1,400","Year - 2017,Manufacturer - Big Sur,Make - Campervan,Model - (San Francisco),Class - Class B Camping Van,Sleeps - 5,Fresh water tank - 5.0 gal,Length - 20.0 ft",5,In Dash Air Conditioning,Class B Camping Van,2017
"Shower,Toilet,Bathroom Sink",Strict,"78.5 miles from Sacramento, CA","iPod Docking Station,TV,DVD Player,AM/FM Radio","Range (Stove),Kitchen Sink,Refrigerator,Microwave,Slide Out",25.0ft,"Fremont, CA",WINNIE VIEW,"$9,100",$335,"$2,345","Year - 2019,Manufacturer - Winnebago,Make - View,Model - 24J,Class - Class C Motor Home,Sleeps - 6,Total Number of Beds - 3,Number of Bunk Beds - 1,Slides - 1,Fresh water tank - 41.0 gal,Length - 25.0 ft,Height - 11.0 ft",6,"Roof Air Conditioning,In Dash Air Conditioning,Hot & Cold Water Supply",Class C Motor Home,2019
"Shower,Toilet,Bathroom Sink",Standard,"92.4 miles from Sacramento, CA","AM/FM Radio,CD Player,iPod Docking Station,TV","Refrigerator,Kitchen Sink,Microwave,Range (Stove),Slide Out",27.0ft,"Truckee, CA",2018 Coleman Lantern Bunkhouse 244BHWE,"$4,335",$175,"$1,071","Year - 2018,Manufacturer - Dutchmen RV,Make - Coleman Lantern Series,Model - 244BHWE,Class - Travel Trailer,Sleeps - 8,Total Number of Beds - 4,Number of Bunk Beds - 2,Slides - 1,Fresh water tank - 60.0 gal,Length - 27.0 ft,Height - 11.0 ft",8,"Roof Air Conditioning,Hot & Cold Water Supply",Travel Trailer,2018
,Standard,"91.6 miles from Sacramento, CA",,,30.0ft,"San Jose, CA",2016 Thor Motor Coach Four Winds 23A,"$5,585",$219,"$1,380","Year - 2016,Manufacturer - Thor Motor Coach,Make - Four Winds,Model - 23A,Class - Class C Motor Home,Sleeps - 7,Length - 30.0 ft",7,,Class C Motor Home,2016
Shower,Standard,"75.4 miles from Sacramento, CA","AM/FM Radio,iPod Docking Station","Refrigerator,Kitchen Sink",23.0ft,"San Francisco, CA",2018 Sprinter Mercedes,"$5,000",$250,"$1,600","Year - 2018,Manufacturer - Mercedes-Benz,Make - Sprinter,Model - 2500,Class - Class B Camping Van,Sleeps - 2,Length - 23.0 ft",2,"In Dash Air Conditioning,Roof Air Conditioning,Hot & Cold Water Supply",Class B Camping Van,2018
"Shower,Toilet",Standard,"52.8 miles from Sacramento, CA","CD Player,AM/FM Radio,TV","Microwave,Range (Stove),Refrigerator,Kitchen Sink,Slide Out",24ft,"Nevada City, CA",2008 Fleetwood Highwall Saratoga Pop-Up ...,"$2,000",$100,$600,"Year - 2008,Manufacturer - Fleetwood Folding Trlrs,Make - Saratoga,Class - Folding Trailer,Sleeps - 6,Length - 24.0 ft",6,Hot & Cold Water Supply,Folding Trailer,2008
"Shower,Toilet,Bathroom Sink",Standard,"62.8 miles from Sacramento, CA",AM/FM Radio,"Refrigerator,Kitchen Sink,Microwave,Range (Stove)",22.0ft,"San Ramon, CA",2010 Trailmanor 3023,"$2,499",$98,$617,"Year - 2010,Manufacturer - TrailManor,Make - TrailManor,Model - 3023,Class - Travel Trailer,Sleeps - 6,Total Number of Beds - 2,Slides - 2,Length - 22.0 ft,Height - 8.0 ft",6,"Roof Air Conditioning,Hot & Cold Water Supply",Travel Trailer,2010
"Shower,Toilet,Bathroom Sink",Standard,"65.3 miles from Sacramento, CA","TV,DVD Player,AM/FM Radio,CD Player,iPod Docking Station","Refrigerator,Kitchen Sink,Microwave,Range (Stove),Slide Out",44.0ft,"Riverbank, CA",2017 Dutchmen Voltage Toy Hauler,"$4,100",$175,"$1,050","Year - 2017,Manufacturer - Dutchmen RV,Make - Voltage,Model - V4155,Class - Fifth Wheel,Sleeps - 8,Number of Bunk Beds - 1,Slides - 3,Fresh water tank - 100.0 gal,Length - 44.0 ft,Height - 13.0 ft",8,"Roof Air Conditioning,Hot & Cold Water Supply",Fifth Wheel,2017
"Toilet,Bathroom Sink,Shower",Standard,"47.4 miles from Sacramento, CA","TV,DVD Player","Range (Stove),Refrigerator,Kitchen Sink,Microwave,Slide Out",31ft,"Discovery Bay, CA",Great Times Ahead!,,$195,"$1,050","Year - 2008,Manufacturer - Colorado,Make - 31RL,Class - Fifth Wheel,Sleeps - 4,Fresh water tank - 56.0 gal,Length - 31.0 ft",4,"Roof Air Conditioning,Hot & Cold Water Supply",Fifth Wheel,2008
"Shower,Toilet,Bathroom Sink",Standard,"63.9 miles from Sacramento, CA","CD Player,TV,DVD Player,AM/FM Radio","Range (Stove),Refrigerator,Kitchen Sink,Microwave,Slide Out",29ft,"Livermore, CA",It's 5 O'Clock Somewhere!,,$160,,"Year - 2015,Manufacturer - Jayco,Make - Jay Flight 29qbh,Class - Travel Trailer,Sleeps - 9,Length - 29.0 ft",9,"Roof Air Conditioning,Hot & Cold Water Supply",Travel Trailer,2015
"Shower,Bathroom Sink,Toilet",Standard,"82.8 miles from Sacramento, CA","CD Player,iPod Docking Station,TV,DVD Player,AM/FM Radio","Microwave,Range (Stove),Slide Out,Refrigerator,Kitchen Sink",25.0ft,"Turlock, CA",Haase Hurricane,,$125,,"Year - 2016,Manufacturer - Coachmen RV,Make - Apex Ultra-Lite,Model - 259BHSS,Class - Travel Trailer,Sleeps - 8,Slides - 2,Length - 25.0 ft,Height - 10.0 ft",8,"Hot & Cold Water Supply,Roof Air Conditioning",Travel Trailer,2016
"Shower,Toilet,Bathroom Sink",Strict,"78.7 miles from Sacramento, CA","DVD Player,AM/FM Radio,CD Player","Refrigerator,Kitchen Sink,Microwave,Range (Stove)",25ft,"Patterson, CA",2019 Forest River Sandstorm 251,"$5,375",$250,"$1,575","Year - 2019,Manufacturer - Forest River Sandstorm,Make - 251,Class - Toy Hauler,Sleeps - 8,Fresh water tank - 100.0 gal,Length - 25.0 ft",8,"Roof Air Conditioning,Hot & Cold Water Supply",Toy Hauler,2019
"Shower,Toilet,Bathroom Sink",Standard,"56.5 miles from Sacramento, CA","TV,DVD Player,AM/FM Radio,CD Player","Refrigerator,Kitchen Sink,Microwave,Range (Stove),Slide Out",29ft,"Manteca, CA",2018 Jayco Jay Feather,"$3,188",$115,$788,"Year - 2018,Manufacturer - Jayco,Make - Jay Feather,Class - Travel Trailer,Sleeps - 8,Fresh water tank - 42.0 gal,Length - 29.0 ft",8,"Roof Air Conditioning,Hot & Cold Water Supply",Travel Trailer,2018
"Shower,Toilet,Bathroom Sink",Standard,"99.4 miles from Sacramento, CA","CD Player,TV,DVD Player,AM/FM Radio","Range (Stove),Refrigerator,Kitchen Sink,Microwave,Slide Out",33.0ft,"Carson City, NV",The Bounder,"$4,200",$175,"$1,100","Year - 2011,Manufacturer - Fleetwood RV,Make - Bounder Classic,Model - 34B,Class - Class A Motor Home,Sleeps - 6,Total Number of Beds - 3,Number of Bunk Beds - 3,Slides - 1,Fresh water tank - 40.0 gal,Length - 33.0 ft,Height - 13.0 ft",6,"Roof Air Conditioning,In Dash Air Conditioning,Hot & Cold Water Supply",Class A Motor Home,2011
"Shower,Toilet,Bathroom Sink",Standard,"70.0 miles from Sacramento, CA","TV,DVD Player,AM/FM Radio","Refrigerator,Kitchen Sink,Microwave,Range (Stove)",16ft,"Modesto, CA",2018 Keystone Bullet,"$3,035",$119,$750,"Year - 2018,Manufacturer - Keystone,Make - Bullet,Class - Travel Trailer,Sleeps - 6,Length - 16.0 ft",6,"Roof Air Conditioning,Hot & Cold Water Supply",Travel Trailer,2018
"Shower,Toilet,Bathroom Sink",Flexible,"74.0 miles from Sacramento, CA","TV,CD Player,AM/FM Radio,DVD Player","Kitchen Sink,Microwave,Refrigerator,Range (Stove),Slide Out",35ft,"Ceres, CA",2016 Starcraft Galaxy,"$3,915",$165,$914,"Year - 2016,Manufacturer - Starcraft,Make - Galaxy,Class - Fifth Wheel,Sleeps - 4,Length - 35.0 ft",4,"Roof Air Conditioning,Hot & Cold Water Supply",Fifth Wheel,2016
"Shower,Toilet,Bathroom Sink",Strict,"83.4 miles from Sacramento, CA",AM/FM Radio,"Refrigerator,Kitchen Sink,Microwave,Range (Stove)",24.0ft,"Millbrae, CA",the majestic,,$249,,"Year - 2015,Manufacturer - Thor Motor Coach,Make - Four Winds,Model - 23U,Class - Class C Motor Home,Sleeps - 6,Total Number of Beds - 3,Number of Bunk Beds - 1,Fresh water tank - 40.0 gal,Length - 24.0 ft,Height - 10.0 ft",6,"In Dash Air Conditioning,Roof Air Conditioning,Hot & Cold Water Supply",Class C Motor Home,2015
"Shower,Toilet,Bathroom Sink",Strict,"3.5 miles from Sacramento, CA","AM/FM Radio,CD Player,TV,DVD Player","Refrigerator,Microwave,Range (Stove),Kitchen Sink,Slide Out",25.0ft,"Sacramento, CA",LUXURY TRAVEL TRAILER MILAN 25',"$1,200",$110,$700,"Year - 2012,Manufacturer - Eclipse,Make - Milan,Model - M-25BH,Class - Travel Trailer,Sleeps - 5,Total Number of Beds - 3,Slides - 1,Fresh water tank - 40.0 gal,Length - 25.0 ft,Height - 11.0 ft",5,"Roof Air Conditioning,Hot & Cold Water Supply",Travel Trailer,2012
"Shower,Toilet,Bathroom Sink",Standard,"67.3 miles from Sacramento, CA","TV,AM/FM Radio","Refrigerator,Microwave,Kitchen Sink,Range (Stove),Slide Out",32ft,"Modesto, CA",2011 Forest river wildcat ,"$2,525",$99,$624,"Year - 2011,Manufacturer - Forest river wildcat,Make - Cch,Class - Travel Trailer,Sleeps - 6,Length - 32.0 ft",6,"Roof Air Conditioning,Hot & Cold Water Supply",Travel Trailer,2011
"Shower,Toilet,Bathroom Sink",Flexible,"66.0 miles from Sacramento, CA","TV,DVD Player,AM/FM Radio,CD Player,iPod Docking Station","Microwave,Slide Out,Kitchen Sink,Refrigerator,Range (Stove)",36.0ft,"Castro Valley, CA","We call it ""The Beast""","$6,000",$325,"$2,000","Year - 2009,Manufacturer - Thor,Make - Fourwinds,Model - Hurricane,Class - Class A Motor Home,Sleeps - 5,Total Number of Beds - 2,Slides - 2,Length - 36.0 ft",5,"Roof Air Conditioning,In Dash Air Conditioning,Hot & Cold Water Supply",Class A Motor Home,2009
"Bathroom Sink,Shower,Toilet",Standard,"70.7 miles from Sacramento, CA","CD Player,TV,AM/FM Radio","Microwave,Range (Stove),Slide Out,Refrigerator,Kitchen Sink",30ft,"Hayward, CA","Sharp, Clean and Very Comfortable - Sets...",,$200,"$4,200","Year - 2008,Manufacturer - Jamboree,Make - GT,Class - Class C Motor Home,Sleeps - 5,Fresh water tank - 50.0 gal,Length - 30.0 ft",5,"Roof Air Conditioning,In Dash Air Conditioning,Hot & Cold Water Supply",Class C Motor Home,2008
,Standard,"65.5 miles from Sacramento, CA",,,20ft,"Petaluma, CA",2017 Jayco Jay Feather,"$2,907",$114,$718,"Year - 2017,Manufacturer - Jayco,Make - Jay Feather,Class - Travel Trailer,Sleeps - 6,Length - 20.0 ft",6,,Travel Trailer,2017
